cancer_type,NCT Number,Study Title,Sponsor,Phases,Enrollment,Funder Type,Locations,Study Documents,Zipcode
Lymphoma,NCT05421663,A Study of JNJ-90014496 in Participants With B-Cell Non-Hodgkin Lymphoma,"Janssen Research & Development, LLC",PHASE1|PHASE2,385,INDUSTRY,"City of Hope, Duarte, California, 91010, United States|Colorado Blood Cancer Institute, Denver, Colorado, 80218, United States|University of Iowa Hospital and Clinics, Iowa City, Iowa, 52242, United States|University of Kentucky Medical Center, Lexington, Kentucky, 40536, United States|Rutgers Cancer Institute of New Jersey, Piscataway, New Jersey, 08854, United States|Levine Cancer Institute, Charlotte, North Carolina, 28001, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, 44106, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15232, United States|Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States|St. David's South Austin Medical Center, Austin, Texas, 78704, United States|Texas Transplant Institute, San Antonio, Texas, 78229, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|St Vincents Hospital Melbourne, Fitzroy, 3065, Australia|The Alfred Hospital, Melbourne, 3004, Australia|Fiona Stanley Hospital, Murdoch, 6150, Australia|Calvary Mater Newcastle Hospital, Waratah, 2298, Australia|Princess Margaret Cancer Centre University Health Network, Toronto, Ontario, M5G2M9, Canada|Rigshospitalet, Copenhagen, 2100, Denmark|Odense University Hospital, Odense, 5000, Denmark|Erasmus MC, Rotterdam, 3015 GD, Netherlands|UMC Utrecht, Utrecht, 3584 CX, Netherlands|Seoul National University Hospital, Seoul, 03080, South Korea|Asan Medical Center, Seoul, 05505, South Korea|Samsung Medical Center, Seoul, 06351, South Korea|Hosp Univ Vall D Hebron, Barcelona, 08035, Spain|Hosp Clinic de Barcelona, Barcelona, 08036, Spain|ICO L'Hospitalet - Hospital Duran i Reynals, Barcelona, 08908, Spain|Hosp Univ Fund Jimenez Diaz, Madrid, 28040, Spain|University College London Hospitals, London, NW1 2BU, United Kingdom|The Christie NHS Foundation Trust Christie Hospital, Manchester, M20 4BX, United Kingdom",,28001
Lymphoma,NCT05421663,A Study of JNJ-90014496 in Participants With B-Cell Non-Hodgkin Lymphoma,"Janssen Research & Development, LLC",PHASE1|PHASE2,385,INDUSTRY,"City of Hope, Duarte, California, 91010, United States|Colorado Blood Cancer Institute, Denver, Colorado, 80218, United States|University of Iowa Hospital and Clinics, Iowa City, Iowa, 52242, United States|University of Kentucky Medical Center, Lexington, Kentucky, 40536, United States|Rutgers Cancer Institute of New Jersey, Piscataway, New Jersey, 08854, United States|Levine Cancer Institute, Charlotte, North Carolina, 28001, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, 44106, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15232, United States|Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States|St. David's South Austin Medical Center, Austin, Texas, 78704, United States|Texas Transplant Institute, San Antonio, Texas, 78229, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|St Vincents Hospital Melbourne, Fitzroy, 3065, Australia|The Alfred Hospital, Melbourne, 3004, Australia|Fiona Stanley Hospital, Murdoch, 6150, Australia|Calvary Mater Newcastle Hospital, Waratah, 2298, Australia|Princess Margaret Cancer Centre University Health Network, Toronto, Ontario, M5G2M9, Canada|Rigshospitalet, Copenhagen, 2100, Denmark|Odense University Hospital, Odense, 5000, Denmark|Erasmus MC, Rotterdam, 3015 GD, Netherlands|UMC Utrecht, Utrecht, 3584 CX, Netherlands|Seoul National University Hospital, Seoul, 03080, South Korea|Asan Medical Center, Seoul, 05505, South Korea|Samsung Medical Center, Seoul, 06351, South Korea|Hosp Univ Vall D Hebron, Barcelona, 08035, Spain|Hosp Clinic de Barcelona, Barcelona, 08036, Spain|ICO L'Hospitalet - Hospital Duran i Reynals, Barcelona, 08908, Spain|Hosp Univ Fund Jimenez Diaz, Madrid, 28040, Spain|University College London Hospitals, London, NW1 2BU, United Kingdom|The Christie NHS Foundation Trust Christie Hospital, Manchester, M20 4BX, United Kingdom",,44106
Lymphoma,NCT05421663,A Study of JNJ-90014496 in Participants With B-Cell Non-Hodgkin Lymphoma,"Janssen Research & Development, LLC",PHASE1|PHASE2,385,INDUSTRY,"City of Hope, Duarte, California, 91010, United States|Colorado Blood Cancer Institute, Denver, Colorado, 80218, United States|University of Iowa Hospital and Clinics, Iowa City, Iowa, 52242, United States|University of Kentucky Medical Center, Lexington, Kentucky, 40536, United States|Rutgers Cancer Institute of New Jersey, Piscataway, New Jersey, 08854, United States|Levine Cancer Institute, Charlotte, North Carolina, 28001, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, 44106, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15232, United States|Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States|St. David's South Austin Medical Center, Austin, Texas, 78704, United States|Texas Transplant Institute, San Antonio, Texas, 78229, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|St Vincents Hospital Melbourne, Fitzroy, 3065, Australia|The Alfred Hospital, Melbourne, 3004, Australia|Fiona Stanley Hospital, Murdoch, 6150, Australia|Calvary Mater Newcastle Hospital, Waratah, 2298, Australia|Princess Margaret Cancer Centre University Health Network, Toronto, Ontario, M5G2M9, Canada|Rigshospitalet, Copenhagen, 2100, Denmark|Odense University Hospital, Odense, 5000, Denmark|Erasmus MC, Rotterdam, 3015 GD, Netherlands|UMC Utrecht, Utrecht, 3584 CX, Netherlands|Seoul National University Hospital, Seoul, 03080, South Korea|Asan Medical Center, Seoul, 05505, South Korea|Samsung Medical Center, Seoul, 06351, South Korea|Hosp Univ Vall D Hebron, Barcelona, 08035, Spain|Hosp Clinic de Barcelona, Barcelona, 08036, Spain|ICO L'Hospitalet - Hospital Duran i Reynals, Barcelona, 08908, Spain|Hosp Univ Fund Jimenez Diaz, Madrid, 28040, Spain|University College London Hospitals, London, NW1 2BU, United Kingdom|The Christie NHS Foundation Trust Christie Hospital, Manchester, M20 4BX, United Kingdom",,15232
Lymphoma,NCT05421663,A Study of JNJ-90014496 in Participants With B-Cell Non-Hodgkin Lymphoma,"Janssen Research & Development, LLC",PHASE1|PHASE2,385,INDUSTRY,"City of Hope, Duarte, California, 91010, United States|Colorado Blood Cancer Institute, Denver, Colorado, 80218, United States|University of Iowa Hospital and Clinics, Iowa City, Iowa, 52242, United States|University of Kentucky Medical Center, Lexington, Kentucky, 40536, United States|Rutgers Cancer Institute of New Jersey, Piscataway, New Jersey, 08854, United States|Levine Cancer Institute, Charlotte, North Carolina, 28001, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, 44106, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15232, United States|Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States|St. David's South Austin Medical Center, Austin, Texas, 78704, United States|Texas Transplant Institute, San Antonio, Texas, 78229, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|St Vincents Hospital Melbourne, Fitzroy, 3065, Australia|The Alfred Hospital, Melbourne, 3004, Australia|Fiona Stanley Hospital, Murdoch, 6150, Australia|Calvary Mater Newcastle Hospital, Waratah, 2298, Australia|Princess Margaret Cancer Centre University Health Network, Toronto, Ontario, M5G2M9, Canada|Rigshospitalet, Copenhagen, 2100, Denmark|Odense University Hospital, Odense, 5000, Denmark|Erasmus MC, Rotterdam, 3015 GD, Netherlands|UMC Utrecht, Utrecht, 3584 CX, Netherlands|Seoul National University Hospital, Seoul, 03080, South Korea|Asan Medical Center, Seoul, 05505, South Korea|Samsung Medical Center, Seoul, 06351, South Korea|Hosp Univ Vall D Hebron, Barcelona, 08035, Spain|Hosp Clinic de Barcelona, Barcelona, 08036, Spain|ICO L'Hospitalet - Hospital Duran i Reynals, Barcelona, 08908, Spain|Hosp Univ Fund Jimenez Diaz, Madrid, 28040, Spain|University College London Hospitals, London, NW1 2BU, United Kingdom|The Christie NHS Foundation Trust Christie Hospital, Manchester, M20 4BX, United Kingdom",,37203
Lymphoma,NCT05421663,A Study of JNJ-90014496 in Participants With B-Cell Non-Hodgkin Lymphoma,"Janssen Research & Development, LLC",PHASE1|PHASE2,385,INDUSTRY,"City of Hope, Duarte, California, 91010, United States|Colorado Blood Cancer Institute, Denver, Colorado, 80218, United States|University of Iowa Hospital and Clinics, Iowa City, Iowa, 52242, United States|University of Kentucky Medical Center, Lexington, Kentucky, 40536, United States|Rutgers Cancer Institute of New Jersey, Piscataway, New Jersey, 08854, United States|Levine Cancer Institute, Charlotte, North Carolina, 28001, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, 44106, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15232, United States|Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States|St. David's South Austin Medical Center, Austin, Texas, 78704, United States|Texas Transplant Institute, San Antonio, Texas, 78229, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|St Vincents Hospital Melbourne, Fitzroy, 3065, Australia|The Alfred Hospital, Melbourne, 3004, Australia|Fiona Stanley Hospital, Murdoch, 6150, Australia|Calvary Mater Newcastle Hospital, Waratah, 2298, Australia|Princess Margaret Cancer Centre University Health Network, Toronto, Ontario, M5G2M9, Canada|Rigshospitalet, Copenhagen, 2100, Denmark|Odense University Hospital, Odense, 5000, Denmark|Erasmus MC, Rotterdam, 3015 GD, Netherlands|UMC Utrecht, Utrecht, 3584 CX, Netherlands|Seoul National University Hospital, Seoul, 03080, South Korea|Asan Medical Center, Seoul, 05505, South Korea|Samsung Medical Center, Seoul, 06351, South Korea|Hosp Univ Vall D Hebron, Barcelona, 08035, Spain|Hosp Clinic de Barcelona, Barcelona, 08036, Spain|ICO L'Hospitalet - Hospital Duran i Reynals, Barcelona, 08908, Spain|Hosp Univ Fund Jimenez Diaz, Madrid, 28040, Spain|University College London Hospitals, London, NW1 2BU, United Kingdom|The Christie NHS Foundation Trust Christie Hospital, Manchester, M20 4BX, United Kingdom",,78704
Lymphoma,NCT05421663,A Study of JNJ-90014496 in Participants With B-Cell Non-Hodgkin Lymphoma,"Janssen Research & Development, LLC",PHASE1|PHASE2,385,INDUSTRY,"City of Hope, Duarte, California, 91010, United States|Colorado Blood Cancer Institute, Denver, Colorado, 80218, United States|University of Iowa Hospital and Clinics, Iowa City, Iowa, 52242, United States|University of Kentucky Medical Center, Lexington, Kentucky, 40536, United States|Rutgers Cancer Institute of New Jersey, Piscataway, New Jersey, 08854, United States|Levine Cancer Institute, Charlotte, North Carolina, 28001, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, 44106, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15232, United States|Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States|St. David's South Austin Medical Center, Austin, Texas, 78704, United States|Texas Transplant Institute, San Antonio, Texas, 78229, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|St Vincents Hospital Melbourne, Fitzroy, 3065, Australia|The Alfred Hospital, Melbourne, 3004, Australia|Fiona Stanley Hospital, Murdoch, 6150, Australia|Calvary Mater Newcastle Hospital, Waratah, 2298, Australia|Princess Margaret Cancer Centre University Health Network, Toronto, Ontario, M5G2M9, Canada|Rigshospitalet, Copenhagen, 2100, Denmark|Odense University Hospital, Odense, 5000, Denmark|Erasmus MC, Rotterdam, 3015 GD, Netherlands|UMC Utrecht, Utrecht, 3584 CX, Netherlands|Seoul National University Hospital, Seoul, 03080, South Korea|Asan Medical Center, Seoul, 05505, South Korea|Samsung Medical Center, Seoul, 06351, South Korea|Hosp Univ Vall D Hebron, Barcelona, 08035, Spain|Hosp Clinic de Barcelona, Barcelona, 08036, Spain|ICO L'Hospitalet - Hospital Duran i Reynals, Barcelona, 08908, Spain|Hosp Univ Fund Jimenez Diaz, Madrid, 28040, Spain|University College London Hospitals, London, NW1 2BU, United Kingdom|The Christie NHS Foundation Trust Christie Hospital, Manchester, M20 4BX, United Kingdom",,78229
Lymphoma,NCT05421663,A Study of JNJ-90014496 in Participants With B-Cell Non-Hodgkin Lymphoma,"Janssen Research & Development, LLC",PHASE1|PHASE2,385,INDUSTRY,"City of Hope, Duarte, California, 91010, United States|Colorado Blood Cancer Institute, Denver, Colorado, 80218, United States|University of Iowa Hospital and Clinics, Iowa City, Iowa, 52242, United States|University of Kentucky Medical Center, Lexington, Kentucky, 40536, United States|Rutgers Cancer Institute of New Jersey, Piscataway, New Jersey, 08854, United States|Levine Cancer Institute, Charlotte, North Carolina, 28001, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, 44106, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15232, United States|Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States|St. David's South Austin Medical Center, Austin, Texas, 78704, United States|Texas Transplant Institute, San Antonio, Texas, 78229, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|St Vincents Hospital Melbourne, Fitzroy, 3065, Australia|The Alfred Hospital, Melbourne, 3004, Australia|Fiona Stanley Hospital, Murdoch, 6150, Australia|Calvary Mater Newcastle Hospital, Waratah, 2298, Australia|Princess Margaret Cancer Centre University Health Network, Toronto, Ontario, M5G2M9, Canada|Rigshospitalet, Copenhagen, 2100, Denmark|Odense University Hospital, Odense, 5000, Denmark|Erasmus MC, Rotterdam, 3015 GD, Netherlands|UMC Utrecht, Utrecht, 3584 CX, Netherlands|Seoul National University Hospital, Seoul, 03080, South Korea|Asan Medical Center, Seoul, 05505, South Korea|Samsung Medical Center, Seoul, 06351, South Korea|Hosp Univ Vall D Hebron, Barcelona, 08035, Spain|Hosp Clinic de Barcelona, Barcelona, 08036, Spain|ICO L'Hospitalet - Hospital Duran i Reynals, Barcelona, 08908, Spain|Hosp Univ Fund Jimenez Diaz, Madrid, 28040, Spain|University College London Hospitals, London, NW1 2BU, United Kingdom|The Christie NHS Foundation Trust Christie Hospital, Manchester, M20 4BX, United Kingdom",,98104
Lymphoma,NCT04637763,CRISPR-Edited Allogeneic Anti-CD19 CAR-T Cell Therapy for Relapsed/Refractory B Cell Non-Hodgkin Lymphoma (ANTLER),"Caribou Biosciences, Inc.",PHASE1,72,INDUSTRY,"University of Alabama at Birmingham, Birmingham, Alabama, 35233, United States|Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|HonorHealth, Scottsdale, Arizona, 85258, United States|University of Arizona Cancer Center, Tucson, Arizona, 85724, United States|University of Arkansas, Little Rock, Arkansas, 72205, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92073, United States|University of Southern California, Norris Comprehensive Cancer Center, Los Angeles, California, 90089, United States|Chao Family Comprehensive Cancer Center/University of California Irvine, Orange, California, 92868, United States|Advent Health, Orlando, Florida, 32803, United States|Bone and Marrow Transplant Group of Georgia, Atlanta, Georgia, 30342, United States|Georgia Cancer Center at Augusta University, Augusta, Georgia, 30912, United States|Holden Comprehensive Cancer Center at the University of Iowa, Iowa City, Iowa, 52242, United States|University of Kentucky Markey Cancer, Lexington, Kentucky, 40536, United States|Norton Cancer Institute, Louisville, Kentucky, 40207, United States|Tufts Medical Center, Boston, Massachusetts, 02111, United States|Hackensack Medical Center, Hackensack, New Jersey, 07601, United States|Atlantic Health System, Morristown, New Jersey, 07960, United States|Nyu Langone Health, New York, New York, 10016, United States|Montefiore Medical Center, The Bronx, New York, 10461, United States|Oncology Hematology Care, Cincinnati, Ohio, 45242, United States|Ohio State University James Cancer Hospital, Columbus, Ohio, 43210, United States|Oregon Health & Science University, Portland, Oregon, 97239, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37323, United States|Baylor Charles A. Sammons Cancer Center, Dallas, Texas, 75246, United States|MD Anderson Cancer Center, Houston, Texas, 77030-4009, United States|Huntsman Cancer Institute at the University of Utah, Salt Lake City, Utah, 84112, United States|Virginia Oncology Associates, Norfolk, Virginia, 23502, United States|Virginia Commonwealth University (VCU), Richmond, Virginia, 23219, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, 53226, United States|Westmead Hospital, Westmead, New South Wales, 2145, Australia|Epworth Healthcare, Richmond, Victoria, 3121, Australia|Royal Perth Hospital, Perth, Western Australia, 6000, Australia|Hadassah Medical Center, Jerusalem, 9112001, Israel|Rabin Medical Center, Petah Tikva, 4941492, Israel|Tel Aviv Medical Center, Tel Aviv, 6423906, Israel|The Sheba Fund for Health Services and Research (R.A.), Tel Litwinsky, 5265601, Israel",,35233
Lymphoma,NCT04637763,CRISPR-Edited Allogeneic Anti-CD19 CAR-T Cell Therapy for Relapsed/Refractory B Cell Non-Hodgkin Lymphoma (ANTLER),"Caribou Biosciences, Inc.",PHASE1,72,INDUSTRY,"University of Alabama at Birmingham, Birmingham, Alabama, 35233, United States|Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|HonorHealth, Scottsdale, Arizona, 85258, United States|University of Arizona Cancer Center, Tucson, Arizona, 85724, United States|University of Arkansas, Little Rock, Arkansas, 72205, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92073, United States|University of Southern California, Norris Comprehensive Cancer Center, Los Angeles, California, 90089, United States|Chao Family Comprehensive Cancer Center/University of California Irvine, Orange, California, 92868, United States|Advent Health, Orlando, Florida, 32803, United States|Bone and Marrow Transplant Group of Georgia, Atlanta, Georgia, 30342, United States|Georgia Cancer Center at Augusta University, Augusta, Georgia, 30912, United States|Holden Comprehensive Cancer Center at the University of Iowa, Iowa City, Iowa, 52242, United States|University of Kentucky Markey Cancer, Lexington, Kentucky, 40536, United States|Norton Cancer Institute, Louisville, Kentucky, 40207, United States|Tufts Medical Center, Boston, Massachusetts, 02111, United States|Hackensack Medical Center, Hackensack, New Jersey, 07601, United States|Atlantic Health System, Morristown, New Jersey, 07960, United States|Nyu Langone Health, New York, New York, 10016, United States|Montefiore Medical Center, The Bronx, New York, 10461, United States|Oncology Hematology Care, Cincinnati, Ohio, 45242, United States|Ohio State University James Cancer Hospital, Columbus, Ohio, 43210, United States|Oregon Health & Science University, Portland, Oregon, 97239, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37323, United States|Baylor Charles A. Sammons Cancer Center, Dallas, Texas, 75246, United States|MD Anderson Cancer Center, Houston, Texas, 77030-4009, United States|Huntsman Cancer Institute at the University of Utah, Salt Lake City, Utah, 84112, United States|Virginia Oncology Associates, Norfolk, Virginia, 23502, United States|Virginia Commonwealth University (VCU), Richmond, Virginia, 23219, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, 53226, United States|Westmead Hospital, Westmead, New South Wales, 2145, Australia|Epworth Healthcare, Richmond, Victoria, 3121, Australia|Royal Perth Hospital, Perth, Western Australia, 6000, Australia|Hadassah Medical Center, Jerusalem, 9112001, Israel|Rabin Medical Center, Petah Tikva, 4941492, Israel|Tel Aviv Medical Center, Tel Aviv, 6423906, Israel|The Sheba Fund for Health Services and Research (R.A.), Tel Litwinsky, 5265601, Israel",,85234
Lymphoma,NCT04637763,CRISPR-Edited Allogeneic Anti-CD19 CAR-T Cell Therapy for Relapsed/Refractory B Cell Non-Hodgkin Lymphoma (ANTLER),"Caribou Biosciences, Inc.",PHASE1,72,INDUSTRY,"University of Alabama at Birmingham, Birmingham, Alabama, 35233, United States|Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|HonorHealth, Scottsdale, Arizona, 85258, United States|University of Arizona Cancer Center, Tucson, Arizona, 85724, United States|University of Arkansas, Little Rock, Arkansas, 72205, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92073, United States|University of Southern California, Norris Comprehensive Cancer Center, Los Angeles, California, 90089, United States|Chao Family Comprehensive Cancer Center/University of California Irvine, Orange, California, 92868, United States|Advent Health, Orlando, Florida, 32803, United States|Bone and Marrow Transplant Group of Georgia, Atlanta, Georgia, 30342, United States|Georgia Cancer Center at Augusta University, Augusta, Georgia, 30912, United States|Holden Comprehensive Cancer Center at the University of Iowa, Iowa City, Iowa, 52242, United States|University of Kentucky Markey Cancer, Lexington, Kentucky, 40536, United States|Norton Cancer Institute, Louisville, Kentucky, 40207, United States|Tufts Medical Center, Boston, Massachusetts, 02111, United States|Hackensack Medical Center, Hackensack, New Jersey, 07601, United States|Atlantic Health System, Morristown, New Jersey, 07960, United States|Nyu Langone Health, New York, New York, 10016, United States|Montefiore Medical Center, The Bronx, New York, 10461, United States|Oncology Hematology Care, Cincinnati, Ohio, 45242, United States|Ohio State University James Cancer Hospital, Columbus, Ohio, 43210, United States|Oregon Health & Science University, Portland, Oregon, 97239, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37323, United States|Baylor Charles A. Sammons Cancer Center, Dallas, Texas, 75246, United States|MD Anderson Cancer Center, Houston, Texas, 77030-4009, United States|Huntsman Cancer Institute at the University of Utah, Salt Lake City, Utah, 84112, United States|Virginia Oncology Associates, Norfolk, Virginia, 23502, United States|Virginia Commonwealth University (VCU), Richmond, Virginia, 23219, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, 53226, United States|Westmead Hospital, Westmead, New South Wales, 2145, Australia|Epworth Healthcare, Richmond, Victoria, 3121, Australia|Royal Perth Hospital, Perth, Western Australia, 6000, Australia|Hadassah Medical Center, Jerusalem, 9112001, Israel|Rabin Medical Center, Petah Tikva, 4941492, Israel|Tel Aviv Medical Center, Tel Aviv, 6423906, Israel|The Sheba Fund for Health Services and Research (R.A.), Tel Litwinsky, 5265601, Israel",,85258
Lymphoma,NCT04637763,CRISPR-Edited Allogeneic Anti-CD19 CAR-T Cell Therapy for Relapsed/Refractory B Cell Non-Hodgkin Lymphoma (ANTLER),"Caribou Biosciences, Inc.",PHASE1,72,INDUSTRY,"University of Alabama at Birmingham, Birmingham, Alabama, 35233, United States|Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|HonorHealth, Scottsdale, Arizona, 85258, United States|University of Arizona Cancer Center, Tucson, Arizona, 85724, United States|University of Arkansas, Little Rock, Arkansas, 72205, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92073, United States|University of Southern California, Norris Comprehensive Cancer Center, Los Angeles, California, 90089, United States|Chao Family Comprehensive Cancer Center/University of California Irvine, Orange, California, 92868, United States|Advent Health, Orlando, Florida, 32803, United States|Bone and Marrow Transplant Group of Georgia, Atlanta, Georgia, 30342, United States|Georgia Cancer Center at Augusta University, Augusta, Georgia, 30912, United States|Holden Comprehensive Cancer Center at the University of Iowa, Iowa City, Iowa, 52242, United States|University of Kentucky Markey Cancer, Lexington, Kentucky, 40536, United States|Norton Cancer Institute, Louisville, Kentucky, 40207, United States|Tufts Medical Center, Boston, Massachusetts, 02111, United States|Hackensack Medical Center, Hackensack, New Jersey, 07601, United States|Atlantic Health System, Morristown, New Jersey, 07960, United States|Nyu Langone Health, New York, New York, 10016, United States|Montefiore Medical Center, The Bronx, New York, 10461, United States|Oncology Hematology Care, Cincinnati, Ohio, 45242, United States|Ohio State University James Cancer Hospital, Columbus, Ohio, 43210, United States|Oregon Health & Science University, Portland, Oregon, 97239, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37323, United States|Baylor Charles A. Sammons Cancer Center, Dallas, Texas, 75246, United States|MD Anderson Cancer Center, Houston, Texas, 77030-4009, United States|Huntsman Cancer Institute at the University of Utah, Salt Lake City, Utah, 84112, United States|Virginia Oncology Associates, Norfolk, Virginia, 23502, United States|Virginia Commonwealth University (VCU), Richmond, Virginia, 23219, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, 53226, United States|Westmead Hospital, Westmead, New South Wales, 2145, Australia|Epworth Healthcare, Richmond, Victoria, 3121, Australia|Royal Perth Hospital, Perth, Western Australia, 6000, Australia|Hadassah Medical Center, Jerusalem, 9112001, Israel|Rabin Medical Center, Petah Tikva, 4941492, Israel|Tel Aviv Medical Center, Tel Aviv, 6423906, Israel|The Sheba Fund for Health Services and Research (R.A.), Tel Litwinsky, 5265601, Israel",,85724
Lymphoma,NCT04637763,CRISPR-Edited Allogeneic Anti-CD19 CAR-T Cell Therapy for Relapsed/Refractory B Cell Non-Hodgkin Lymphoma (ANTLER),"Caribou Biosciences, Inc.",PHASE1,72,INDUSTRY,"University of Alabama at Birmingham, Birmingham, Alabama, 35233, United States|Banner MD Anderson Cancer Center, Gilbert, Arizona, 85234, United States|HonorHealth, Scottsdale, Arizona, 85258, United States|University of Arizona Cancer Center, Tucson, Arizona, 85724, United States|University of Arkansas, Little Rock, Arkansas, 72205, United States|University of California San Diego Moores Cancer Center, La Jolla, California, 92073, United States|University of Southern California, Norris Comprehensive Cancer Center, Los Angeles, California, 90089, United States|Chao Family Comprehensive Cancer Center/University of California Irvine, Orange, California, 92868, United States|Advent Health, Orlando, Florida, 32803, United States|Bone and Marrow Transplant Group of Georgia, Atlanta, Georgia, 30342, United States|Georgia Cancer Center at Augusta University, Augusta, Georgia, 30912, United States|Holden Comprehensive Cancer Center at the University of Iowa, Iowa City, Iowa, 52242, United States|University of Kentucky Markey Cancer, Lexington, Kentucky, 40536, United States|Norton Cancer Institute, Louisville, Kentucky, 40207, United States|Tufts Medical Center, Boston, Massachusetts, 02111, United States|Hackensack Medical Center, Hackensack, New Jersey, 07601, United States|Atlantic Health System, Morristown, New Jersey, 07960, United States|Nyu Langone Health, New York, New York, 10016, United States|Montefiore Medical Center, The Bronx, New York, 10461, United States|Oncology Hematology Care, Cincinnati, Ohio, 45242, United States|Ohio State University James Cancer Hospital, Columbus, Ohio, 43210, United States|Oregon Health & Science University, Portland, Oregon, 97239, United States|University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37323, United States|Baylor Charles A. Sammons Cancer Center, Dallas, Texas, 75246, United States|MD Anderson Cancer Center, Houston, Texas, 77030-4009, United States|Huntsman Cancer Institute at the University of Utah, Salt Lake City, Utah, 84112, United States|Virginia Oncology Associates, Norfolk, Virginia, 23502, United States|Virginia Commonwealth University (VCU), Richmond, Virginia, 23219, United States|Swedish Cancer Institute, Seattle, Washington, 98104, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, 53226, United States|Westmead Hospital, Westmead, New South Wales, 2145, Australia|Epworth Healthcare, Richmond, Victoria, 3121, Australia|Royal Perth Hospital, Perth, Western Australia, 6000, Australia|Hadassah Medical Center, Jerusalem, 9112001, Israel|Rabin Medical Center, Petah Tikva, 4941492, Israel|Tel Aviv Medical Center, Tel Aviv, 6423906, Israel|The Sheba Fund for Health Services and Research (R.A.), Tel Litwinsky, 5265601, Israel",,72205
